method,app,run,crawl_dir,exit_status,duration_seconds,states,edges,crawl_paths,average_dom_kb,candidate_elements,candidate_elements_per_state,failed_events,near_duplicates,states_with_dep,dep_state_coverage_pct,unique_dep,unique_dep_per_state,unique_links,unique_resources,unique_js_sources,code_coverage_files,code_coverage_parse_errors,code_covered_lines,code_coverable_lines,code_coverage_pct,total_known_dep,dep_coverage_pct,total_known_links,link_coverage_pct,total_known_js_sources,js_source_coverage_pct,total_known_code_lines,code_coverage_union_pct,delta_duration_seconds_vs_baseline,delta_states_vs_baseline,delta_edges_vs_baseline,delta_crawl_paths_vs_baseline,delta_average_dom_kb_vs_baseline,delta_candidate_elements_vs_baseline,delta_failed_events_vs_baseline,delta_near_duplicates_vs_baseline,delta_states_with_dep_vs_baseline,delta_dep_state_coverage_pct_vs_baseline,delta_unique_dep_vs_baseline,delta_unique_links_vs_baseline,delta_unique_resources_vs_baseline,delta_unique_js_sources_vs_baseline,delta_code_covered_lines_vs_baseline,delta_code_coverable_lines_vs_baseline,delta_code_coverage_pct_vs_baseline,delta_dep_coverage_pct_vs_baseline,delta_link_coverage_pct_vs_baseline,delta_js_source_coverage_pct_vs_baseline,delta_code_coverage_union_pct_vs_baseline
general_paths,hotcrp,baseline,experiments/dep/results/metrics-full/general_paths/hotcrp/baseline/web/crawl0,EXHAUSTED,60,5,17,13,4.908,26,5.2,4,0,3,60.0,12,2.4,13,3,2,34,0,2073,2073,100.0,12,100.0,17,76.47,2,100.0,2073,100.0,,,,,,,,,,,,,,,,,,,,,
general_paths,hotcrp,dep,experiments/dep/results/metrics-full/general_paths/hotcrp/dep/web/crawl0,MAX_TIME,291,16,81,69,3.372,113,7.062,18,0,15,93.75,12,0.75,10,3,2,195,0,1996,1996,100.0,12,100.0,17,58.82,2,100.0,2073,96.29,231.0,11.0,64.0,56.0,-1.536,87.0,14.0,0.0,12.0,33.75,0.0,-3.0,0.0,0.0,-77.0,-77.0,0.0,0.0,-17.65,0.0,-3.71
general_paths,joomla,baseline,experiments/dep/results/metrics-full/general_paths/joomla/baseline/web/crawl0,MAX_TIME,0,1,0,0,0.858,0,0.0,0,0,0,0.0,0,0.0,1,13,9,2,0,4178,4178,100.0,43,0.0,5,20.0,170,5.29,4199,99.5,,,,,,,,,,,,,,,,,,,,,
general_paths,joomla,dep,experiments/dep/results/metrics-full/general_paths/joomla/dep/web/crawl0,EXHAUSTED,91,6,21,12,15.484,30,5.0,0,0,6,100.0,26,4.333,5,29,20,55,0,4199,4199,100.0,43,60.47,5,100.0,170,11.76,4199,100.0,91.0,5.0,21.0,12.0,14.626,30.0,0.0,0.0,6.0,100.0,26.0,4.0,16.0,11.0,21.0,21.0,0.0,60.47,80.0,6.47,0.5
general_paths,owncloud,baseline,experiments/dep/results/metrics-full/general_paths/owncloud/baseline/web/crawl0,EXHAUSTED,7,2,1,2,6.08,14,7.0,12,0,2,100.0,9,4.5,5,79,57,22,0,9212,9212,100.0,9,100.0,5,100.0,57,100.0,15501,59.43,,,,,,,,,,,,,,,,,,,,,
general_paths,owncloud,dep,experiments/dep/results/metrics-full/general_paths/owncloud/dep/web/crawl0,EXHAUSTED,12,2,1,2,6.08,14,7.0,12,0,2,100.0,9,4.5,5,79,57,22,0,9609,9609,100.0,9,100.0,5,100.0,57,100.0,15501,61.99,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,0.0,2.56
general_paths,phpbb2,baseline,experiments/dep/results/metrics-full/general_paths/phpbb2/baseline/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,1,0,1041,1041,100.0,0,,4,100.0,0,,1041,100.0,,,,,,,,,,,,,,,,,,,,,
general_paths,phpbb2,dep,experiments/dep/results/metrics-full/general_paths/phpbb2/dep/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,1,0,1041,1041,100.0,0,,4,100.0,0,,1041,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
general_paths,scarf,baseline,experiments/dep/results/metrics-full/general_paths/scarf/baseline/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,1,0,11,11,100.0,0,,2,100.0,0,,11,100.0,,,,,,,,,,,,,,,,,,,,,
general_paths,scarf,dep,experiments/dep/results/metrics-full/general_paths/scarf/dep/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,1,0,11,11,100.0,0,,2,100.0,0,,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
general_paths,vanilla,baseline,experiments/dep/results/metrics-full/general_paths/vanilla/baseline/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,2,0,1,0,2171,2171,100.0,0,,1,100.0,0,,2177,99.72,,,,,,,,,,,,,,,,,,,,,
general_paths,vanilla,dep,experiments/dep/results/metrics-full/general_paths/vanilla/dep/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,2,0,1,0,2104,2104,100.0,0,,1,100.0,0,,2177,96.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,-67.0,0.0,,0.0,,-3.07
general_paths,wackopicko,baseline,experiments/dep/results/metrics-full/general_paths/wackopicko/baseline/web/crawl0,EXHAUSTED,144,9,78,53,6.427,94,10.444,0,0,9,100.0,27,3.0,24,14,0,234,0,290,290,100.0,27,100.0,106,22.64,0,,291,99.66,,,,,,,,,,,,,,,,,,,,,
general_paths,wackopicko,dep,experiments/dep/results/metrics-full/general_paths/wackopicko/dep/web/crawl0,MAX_TIME,295,14,118,88,5.048,144,10.286,0,0,14,100.0,27,1.929,32,14,0,401,0,291,291,100.0,27,100.0,106,30.19,0,,291,100.0,151.0,5.0,40.0,35.0,-1.379,50.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,7.55,,0.34
procrawl,addressbook,baseline,experiments/dep/results/metrics-full/procrawl/addressbook/baseline/web/crawl0,EXHAUSTED,29,8,13,6,2.51,18,2.25,0,0,5,62.5,19,2.375,17,5,0,37,0,828,828,100.0,19,100.0,17,100.0,0,,828,100.0,,,,,,,,,,,,,,,,,,,,,
procrawl,addressbook,dep,experiments/dep/results/metrics-full/procrawl/addressbook/dep/web/crawl0,EXHAUSTED,41,9,16,8,2.73,23,2.556,0,0,6,66.67,19,2.111,17,5,0,43,0,828,828,100.0,19,100.0,17,100.0,0,,828,100.0,12.0,1.0,3.0,2.0,0.22,5.0,0.0,0.0,1.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
procrawl,hotcrp,baseline,experiments/dep/results/metrics-full/procrawl/hotcrp/baseline/web/crawl0,EXHAUSTED,77,7,27,19,4.033,34,4.857,4,0,3,42.86,12,1.714,14,3,2,61,0,2043,2043,100.0,12,100.0,17,82.35,2,100.0,2073,98.55,,,,,,,,,,,,,,,,,,,,,
procrawl,hotcrp,dep,experiments/dep/results/metrics-full/procrawl/hotcrp/dep/web/crawl0,MAX_TIME,1442,20,80,59,3.526,122,6.1,12,0,15,75.0,12,0.6,14,3,2,178,0,1996,1996,100.0,12,100.0,17,82.35,2,100.0,2073,96.29,1365.0,13.0,53.0,40.0,-0.507,88.0,8.0,0.0,12.0,32.14,0.0,0.0,0.0,0.0,-47.0,-47.0,0.0,0.0,0.0,0.0,-2.26
procrawl,joomla,baseline,experiments/dep/results/metrics-full/procrawl/joomla/baseline/web/crawl0,EXHAUSTED,1665,20,56,46,14.134,100,5.0,0,0,20,100.0,26,1.3,5,39,30,223,0,4199,4199,100.0,43,60.47,5,100.0,170,17.65,4199,100.0,,,,,,,,,,,,,,,,,,,,,
procrawl,joomla,dep,experiments/dep/results/metrics-full/procrawl/joomla/dep/web/crawl0,MAX_TIME,291,25,56,32,14.323,125,5.0,0,0,25,100.0,26,1.04,5,54,40,182,0,4199,4199,100.0,43,60.47,5,100.0,170,23.53,4199,100.0,-1374.0,5.0,0.0,-14.0,0.189,25.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0
procrawl,owncloud,baseline,experiments/dep/results/metrics-full/procrawl/owncloud/baseline/web/crawl0,EXHAUSTED,12,3,2,2,5.922,20,6.667,18,0,3,100.0,9,3.0,5,78,56,15,0,15031,15031,100.0,9,100.0,5,100.0,57,98.25,15501,96.97,,,,,,,,,,,,,,,,,,,,,
procrawl,owncloud,dep,experiments/dep/results/metrics-full/procrawl/owncloud/dep/web/crawl0,EXHAUSTED,36,3,2,2,5.916,20,6.667,18,0,3,100.0,9,3.0,5,78,56,15,0,11768,11768,100.0,9,100.0,5,100.0,57,98.25,15501,75.92,24.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3263.0,-3263.0,0.0,0.0,0.0,0.0,-21.05
procrawl,phpbb2,baseline,experiments/dep/results/metrics-full/procrawl/phpbb2/baseline/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,1,0,1041,1041,100.0,0,,4,100.0,0,,1041,100.0,,,,,,,,,,,,,,,,,,,,,
procrawl,phpbb2,dep,experiments/dep/results/metrics-full/procrawl/phpbb2/dep/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,1,0,1041,1041,100.0,0,,4,100.0,0,,1041,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
procrawl,scarf,baseline,experiments/dep/results/metrics-full/procrawl/scarf/baseline/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,1,0,11,11,100.0,0,,2,100.0,0,,11,100.0,,,,,,,,,,,,,,,,,,,,,
procrawl,scarf,dep,experiments/dep/results/metrics-full/procrawl/scarf/dep/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,1,0,11,11,100.0,0,,2,100.0,0,,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
procrawl,vanilla,baseline,experiments/dep/results/metrics-full/procrawl/vanilla/baseline/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,2,0,1,0,2171,2171,100.0,0,,1,100.0,0,,2177,99.72,,,,,,,,,,,,,,,,,,,,,
procrawl,vanilla,dep,experiments/dep/results/metrics-full/procrawl/vanilla/dep/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,2,0,1,0,2104,2104,100.0,0,,1,100.0,0,,2177,96.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,-67.0,0.0,,0.0,,-3.07
procrawl,wackopicko,baseline,experiments/dep/results/metrics-full/procrawl/wackopicko/baseline/web/crawl0,MAX_TIME,295,15,130,100,4.886,154,10.267,0,0,15,100.0,27,1.8,34,14,0,485,0,291,291,100.0,27,100.0,106,32.08,0,,291,100.0,,,,,,,,,,,,,,,,,,,,,
procrawl,wackopicko,dep,experiments/dep/results/metrics-full/procrawl/wackopicko/dep/web/crawl0,MAX_TIME,292,14,118,88,5.048,144,10.286,0,0,14,100.0,27,1.929,32,14,0,401,0,291,291,100.0,27,100.0,106,30.19,0,,291,100.0,-3.0,-1.0,-12.0,-12.0,0.162,-10.0,0.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.89,,0.0
rted,addressbook,baseline,experiments/dep/results/metrics-full/rted/addressbook/baseline/web/crawl0,EXHAUSTED,6,1,0,0,4.486,5,5.0,2,0,1,100.0,5,5.0,6,3,0,4,0,729,729,100.0,19,26.32,17,35.29,0,,828,88.04,,,,,,,,,,,,,,,,,,,,,
rted,addressbook,dep,experiments/dep/results/metrics-full/rted/addressbook/dep/web/crawl0,EXHAUSTED,38,7,15,8,3.006,22,3.143,0,0,6,85.71,19,2.714,15,5,0,42,0,828,828,100.0,19,100.0,17,88.24,0,,828,100.0,32.0,6.0,15.0,8.0,-1.48,17.0,-2.0,0.0,5.0,-14.29,14.0,9.0,2.0,0.0,99.0,99.0,0.0,73.68,52.95,,11.96
rted,hotcrp,baseline,experiments/dep/results/metrics-full/rted/hotcrp/baseline/web/crawl0,EXHAUSTED,12,1,0,0,2.804,6,6.0,2,0,1,100.0,4,4.0,6,3,2,5,0,2028,2028,100.0,12,33.33,17,35.29,2,100.0,2073,97.83,,,,,,,,,,,,,,,,,,,,,
rted,hotcrp,dep,experiments/dep/results/metrics-full/rted/hotcrp/dep/web/crawl0,MAX_TIME,288,16,81,70,3.372,113,7.062,18,0,15,93.75,12,0.75,10,3,2,193,0,1996,1996,100.0,12,100.0,17,58.82,2,100.0,2073,96.29,276.0,15.0,81.0,70.0,0.568,107.0,16.0,0.0,14.0,-6.25,8.0,4.0,0.0,0.0,-32.0,-32.0,0.0,66.67,23.53,0.0,-1.54
rted,joomla,baseline,experiments/dep/results/metrics-full/rted/joomla/baseline/web/crawl0,MAX_TIME,0,1,0,0,0.858,0,0.0,0,0,0,0.0,0,0.0,1,0,1,2,0,4178,4178,100.0,43,0.0,5,20.0,170,0.59,4199,99.5,,,,,,,,,,,,,,,,,,,,,
rted,joomla,dep,experiments/dep/results/metrics-full/rted/joomla/dep/web/crawl0,EXHAUSTED,22,2,3,2,13.036,10,5.0,0,0,2,100.0,26,13.0,5,24,20,16,0,4199,4199,100.0,43,60.47,5,100.0,170,11.76,4199,100.0,22.0,1.0,3.0,2.0,12.178,10.0,0.0,0.0,2.0,100.0,26.0,4.0,24.0,19.0,21.0,21.0,0.0,60.47,80.0,11.17,0.5
rted,owncloud,baseline,experiments/dep/results/metrics-full/rted/owncloud/baseline/web/crawl0,EXHAUSTED,4,1,0,0,6.546,8,8.0,7,0,1,100.0,9,9.0,3,79,57,11,0,9175,9175,100.0,9,100.0,5,60.0,57,100.0,15501,59.19,,,,,,,,,,,,,,,,,,,,,
rted,owncloud,dep,experiments/dep/results/metrics-full/rted/owncloud/dep/web/crawl0,MAX_TIME,0,1,0,0,2.702,0,0.0,0,0,0,0.0,0,0.0,1,70,52,8,0,14321,14321,100.0,9,0.0,5,20.0,57,91.23,15501,92.39,-4.0,0.0,0.0,0.0,-3.844,-8.0,-7.0,0.0,-1.0,-100.0,-9.0,-2.0,-9.0,-5.0,5146.0,5146.0,0.0,-100.0,-40.0,-8.77,33.2
rted,phpbb2,baseline,experiments/dep/results/metrics-full/rted/phpbb2/baseline/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,1,0,1041,1041,100.0,0,,4,100.0,0,,1041,100.0,,,,,,,,,,,,,,,,,,,,,
rted,phpbb2,dep,experiments/dep/results/metrics-full/rted/phpbb2/dep/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,1,0,1041,1041,100.0,0,,4,100.0,0,,1041,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
rted,scarf,baseline,experiments/dep/results/metrics-full/rted/scarf/baseline/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,1,0,11,11,100.0,0,,2,100.0,0,,11,100.0,,,,,,,,,,,,,,,,,,,,,
rted,scarf,dep,experiments/dep/results/metrics-full/rted/scarf/dep/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,1,0,11,11,100.0,0,,2,100.0,0,,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
rted,vanilla,baseline,experiments/dep/results/metrics-full/rted/vanilla/baseline/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,2,0,1,0,2171,2171,100.0,0,,1,100.0,0,,2177,99.72,,,,,,,,,,,,,,,,,,,,,
rted,vanilla,dep,experiments/dep/results/metrics-full/rted/vanilla/dep/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,2,0,1,0,2104,2104,100.0,0,,1,100.0,0,,2177,96.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,-67.0,0.0,,0.0,,-3.07
rted,wackopicko,baseline,experiments/dep/results/metrics-full/rted/wackopicko/baseline/web/crawl0,EXHAUSTED,12,1,0,0,3.294,13,13.0,1,0,1,100.0,8,8.0,13,5,0,16,0,261,261,100.0,27,29.63,106,12.26,0,,291,89.69,,,,,,,,,,,,,,,,,,,,,
rted,wackopicko,dep,experiments/dep/results/metrics-full/rted/wackopicko/dep/web/crawl0,MAX_TIME,294,13,112,84,5.235,134,10.308,1,0,13,100.0,27,2.077,30,14,0,374,0,290,290,100.0,27,100.0,106,28.3,0,,291,99.66,282.0,12.0,112.0,84.0,1.941,121.0,0.0,0.0,12.0,0.0,19.0,17.0,9.0,0.0,29.0,29.0,0.0,70.37,16.04,,9.97
simhash,addressbook,baseline,experiments/dep/results/metrics-full/simhash/addressbook/baseline/web/crawl0,EXHAUSTED,4,1,0,0,4.486,5,5.0,2,0,1,100.0,5,5.0,6,3,0,4,0,729,729,100.0,19,26.32,17,35.29,0,,828,88.04,,,,,,,,,,,,,,,,,,,,,
simhash,addressbook,dep,experiments/dep/results/metrics-full/simhash/addressbook/dep/web/crawl0,EXHAUSTED,41,7,15,8,3.006,22,3.143,0,0,6,85.71,19,2.714,15,5,0,42,0,828,828,100.0,19,100.0,17,88.24,0,,828,100.0,37.0,6.0,15.0,8.0,-1.48,17.0,-2.0,0.0,5.0,-14.29,14.0,9.0,2.0,0.0,99.0,99.0,0.0,73.68,52.95,,11.96
simhash,hotcrp,baseline,experiments/dep/results/metrics-full/simhash/hotcrp/baseline/web/crawl0,EXHAUSTED,7,1,0,0,2.804,6,6.0,2,0,1,100.0,4,4.0,6,3,2,5,0,2028,2028,100.0,12,33.33,17,35.29,2,100.0,2073,97.83,,,,,,,,,,,,,,,,,,,,,
simhash,hotcrp,dep,experiments/dep/results/metrics-full/simhash/hotcrp/dep/web/crawl0,MAX_TIME,291,16,79,68,3.372,113,7.062,18,0,15,93.75,12,0.75,10,3,2,188,0,1996,1996,100.0,12,100.0,17,58.82,2,100.0,2073,96.29,284.0,15.0,79.0,68.0,0.568,107.0,16.0,0.0,14.0,-6.25,8.0,4.0,0.0,0.0,-32.0,-32.0,0.0,66.67,23.53,0.0,-1.54
simhash,joomla,baseline,experiments/dep/results/metrics-full/simhash/joomla/baseline/web/crawl0,EXHAUSTED,7,1,0,0,12.795,5,5.0,0,0,1,100.0,13,13.0,4,18,10,8,0,4199,4199,100.0,43,30.23,5,80.0,170,5.88,4199,100.0,,,,,,,,,,,,,,,,,,,,,
simhash,joomla,dep,experiments/dep/results/metrics-full/simhash/joomla/dep/web/crawl0,MAX_TIME,0,1,0,0,0.858,0,0.0,0,0,0,0.0,0,0.0,1,13,9,2,0,4178,4178,100.0,43,0.0,5,20.0,170,5.29,4199,99.5,-7.0,0.0,0.0,0.0,-11.937,-5.0,0.0,0.0,-1.0,-100.0,-13.0,-3.0,-5.0,-1.0,-21.0,-21.0,0.0,-30.23,-60.0,-0.59,-0.5
simhash,owncloud,baseline,experiments/dep/results/metrics-full/simhash/owncloud/baseline/web/crawl0,EXHAUSTED,3,1,0,0,6.546,8,8.0,7,0,1,100.0,9,9.0,3,79,57,11,0,9175,9175,100.0,9,100.0,5,60.0,57,100.0,15501,59.19,,,,,,,,,,,,,,,,,,,,,
simhash,owncloud,dep,experiments/dep/results/metrics-full/simhash/owncloud/dep/web/crawl0,EXHAUSTED,9,2,1,2,6.08,14,7.0,12,0,2,100.0,9,4.5,5,79,57,17,0,14567,14567,100.0,9,100.0,5,100.0,57,100.0,15501,93.97,6.0,1.0,1.0,2.0,-0.466,6.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5392.0,5392.0,0.0,0.0,40.0,0.0,34.78
simhash,phpbb2,baseline,experiments/dep/results/metrics-full/simhash/phpbb2/baseline/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,1,0,1041,1041,100.0,0,,4,100.0,0,,1041,100.0,,,,,,,,,,,,,,,,,,,,,
simhash,phpbb2,dep,experiments/dep/results/metrics-full/simhash/phpbb2/dep/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,1,0,1041,1041,100.0,0,,4,100.0,0,,1041,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
simhash,scarf,baseline,experiments/dep/results/metrics-full/simhash/scarf/baseline/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,1,0,11,11,100.0,0,,2,100.0,0,,11,100.0,,,,,,,,,,,,,,,,,,,,,
simhash,scarf,dep,experiments/dep/results/metrics-full/simhash/scarf/dep/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,1,0,11,11,100.0,0,,2,100.0,0,,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
simhash,vanilla,baseline,experiments/dep/results/metrics-full/simhash/vanilla/baseline/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,2,0,1,0,2171,2171,100.0,0,,1,100.0,0,,2177,99.72,,,,,,,,,,,,,,,,,,,,,
simhash,vanilla,dep,experiments/dep/results/metrics-full/simhash/vanilla/dep/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,2,0,1,0,2104,2104,100.0,0,,1,100.0,0,,2177,96.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,-67.0,0.0,,0.0,,-3.07
